RT(milliseconds);TIC
279800;2,1502573
279900;2,6000655
280000;2,782215
280100;2,72994
280200;3,085452
280300;2,7292948
280400;2,6827173
280500;2,4669623
280600;2,0537622
280700;2,0869565
280800;1,8881911
280900;1,7493873
281000;2,6169329
281100;2,9859748
281200;1,7509506
281300;1,2783802
281400;1,7882357
281500;2,68309
281600;2,564698
281700;2,153385
281800;2,1944525
281900;2,3758671
282000;2,275559
282100;2,3974354
282200;2,1662514
282300;1,6914642
282400;1,8796431
282500;2,4192216
282600;1,7023965
282700;0,026915254
282800;0,1
282900;0,1
283000;0,35413504
283100;0,9173864
283200;1,1977599
283300;0,9379306
283400;0,40851486
283500;0,64148
283600;1,1858337
283700;0,9516258
283800;1,8737068
283900;1,5371526
284000;1,7353283
284100;2,272628
284200;1,9353896
284300;1,9860499
284400;2,346497
284500;2,1848168
284600;2,2301924
284700;2,6906538
284800;3,2691433
284900;3,343746
285000;3,148108
285100;2,5815535
285200;1,6130497
285300;1,8410629
285400;2,4838269
285500;2,526769
285600;2,1425474
285700;1,3932319
285800;1,7993013
285900;3,012342
286000;3,5016017
286100;3,1583545
286200;2,6324108
286300;2,710875
286400;4,1766267
286500;6,43041
286600;9,199538
286700;12,030846
286800;13,901485
286900;14,653616
287000;13,934062
287100;12,924594
287200;13,390812
287300;12,938742
287400;12,284718
287500;10,350878
287600;8,464462
287700;8,237558
287800;7,4348245
287900;6,348559
288000;6,0676613
288100;5,7324867
288200;4,665724
288300;4,1813936
288400;4,8628016
288500;6,053174
288600;6,9572163
288700;6,999687
288800;6,70839
288900;6,5479684
289000;5,95235
289100;5,3316855
289200;4,1725144
289300;3,8346677
289400;4,4532614
289500;4,7101893
289600;4,6607714
289700;4,7276835
289800;5,3725815
289900;5,221866
290000;4,612666
290100;4,029308
290200;3,7078295
290300;3,2215621
290400;3,9237204
290500;4,715306
290600;4,4585657
290700;4,591484
290800;4,4020634
290900;4,5258327
291000;3,9786506
291100;4,7031865
291200;6,1284027
291300;7,542898
291400;9,335654
291500;10,4066515
291600;11,075664
291700;11,598956
291800;11,240049
291900;10,913841
292000;11,005155
292100;10,486706
292200;9,531295
292300;8,131117
292400;6,9423485
292500;5,830142
292600;5,042184
292700;5,161217
292800;5,1094584
292900;4,9503384
293000;4,649096
293100;4,2634945
293200;3,4654372
293300;2,481268
293400;2,2789068
293500;2,5492592
293600;1,8486878
293700;1,5145875
293800;1,5013888
293900;0,8430642
294000;0,7019824
294100;1,9415228
294200;1,8129344
294300;0,58232456
294400;0,9051516
294500;1,7079061
294600;1,7899151
294700;1,9187827
294800;2,451027
294900;2,2090487
295000;1,0543773
295100;0,918889
295200;0,9927862
295300;0,71493256
295400;1,4377695
295500;1,8565611
295600;1,9202652
295700;2,402418
295800;2,469964
295900;2,1198616
296000;2,0518777
296100;1,6539398
296200;1,3770478
296300;1,7609273
296400;1,5336299
296500;1,2375832
296600;1,3586398
296700;1,2650266
296800;0,95764595
296900;0,67913836
297000;0,7052664
297100;1,335608
297200;1,6915267
297300;1,4525732
297400;1,9854488
297500;2,8898542
297600;2,9392512
297700;2,5367353
297800;2,1874063
297900;2,118535
298000;1,7220471
298100;0,8898188
298200;1,1114708
298300;1,4554449
298400;0,982334
298500;0,62185854
298600;0,42797077
298700;0,58401304
298800;0,9012978
298900;0,6092291
299000;0,1
299100;0,1
299200;0,04641276
299300;0,0051385546
299400;0,7024899
299500;0,64215356
299600;0,1
299700;0,1
299800;0,50782543
299900;0,4782068
300000;0,8235354
300100;2,0868013
300200;2,2698514
300300;1,6614716
300400;2,0510287
300500;2,2637086
300600;1,619182
300700;1,6623417
300800;1,4280925
300900;1,081417
301000;1,624239
301100;2,7595687
301200;3,6128068
301300;3,159889
301400;2,8124466
301500;3,4055545
301600;3,344774
301700;2,5315657
301800;2,6198335
301900;1,4285282
302000;0,910705
302100;1,0786606
302200;1,9420097
302300;1,4229441
302400;1,1131175
302500;0,86827046
302600;0,65517586
302700;0,4064325
302800;0,8643025
302900;1,0470217
303000;1,2074349
303100;1,5165149
303200;1,5016173
303300;2,019596
303400;3,3291607
303500;3,4540825
303600;2,6340253
303700;2,6679325
303800;3,1739469
303900;2,4545493
304000;1,0816863
304100;1,0686527
304200;2,2434344
304300;2,822041
304400;2,6752164
304500;2,6254585
304600;2,7236185
304700;2,8192008
304800;2,9607992
304900;3,1200423
305000;3,0671046
305100;2,6245966
305200;2,436315
305300;2,1119866
305400;1,3236736
305500;1,4675015
305600;1,9242636
305700;1,8968397
305800;2,0405853
305900;2,041435
306000;2,0395076
306100;1,8433824
306200;1,585854
306300;1,1486114
306400;1,3048922
306500;1,5809321
306600;1,3055451
306700;1,867015
306800;1,9788601
306900;0,9497101
307000;0,57199526
307100;0,9048202
307200;2,3579748
307300;3,3571517
307400;2,3290699
307500;1,6739461
307600;2,0709703
307700;2,0108209
307800;1,5818567
307900;1,6764016
308000;2,173048
308100;1,8847193
308200;1,2621146
308300;1,317541
308400;2,3752952
308500;2,2428539
308600;1,4797578
308700;1,3083416
308800;1,3680358
308900;1,3986597
309000;1,3089435
309100;1,4195459
309200;1,5945154
309300;1,227689
309400;1,4942927
309500;2,568996
309600;2,843318
309700;2,4714048
309800;1,6174012
309900;2,030991
310000;2,660175
310100;2,8246286
310200;3,1009192
310300;3,461975
310400;3,6358588
310500;4,537217
310600;5,432734
310700;4,597128
310800;2,7897472
310900;2,3303647
311000;2,7346644
311100;3,2385309
311200;3,0473435
311300;1,795044
311400;0,94752413
311500;0,45053536
311600;1,1855242
311700;2,1000543
311800;2,1574254
311900;1,18655
312000;0,6920674
312100;1,3075433
312200;2,1769009
312300;2,0464485
312400;1,740643
312500;2,1438959
312600;2,1982431
312700;1,3669584
312800;1,1385316
312900;2,0019407
313000;2,0259252
313100;1,1665344
313200;1,2668285
313300;2,4587147
313400;2,8355052
313500;1,8752921
313600;0,9277777
313700;0,8892182
313800;0,37198555
313900;0,59078884
314000;0,40280655
314100;0,06477057
314200;0,1
314300;0,01604761
314400;0,4884107
314500;0,7410084
314600;0,6660434
314700;0,8600443
314800;0,78035545
314900;1,1910974
315000;1,6002443
315100;0,61503065
315200;0,937724
315300;2,1648636
315400;2,3333805
315500;2,1438537
315600;2,6417952
315700;3,4738677
315800;4,24834
315900;4,5181127
316000;4,502989
316100;3,6859536
316200;3,5530927
316300;4,3773594
316400;4,73448
316500;3,9794877
316600;3,1900256
316700;2,8517196
316800;3,1568449
316900;2,682812
317000;2,0365868
317100;2,7556708
317200;4,00892
317300;4,845116
317400;5,7153764
317500;5,415145
317600;4,9520726
317700;5,0325885
317800;5,4007406
317900;4,929278
318000;4,0663533
318100;3,9619892
318200;3,6949198
318300;3,2084472
318400;3,5179806
318500;3,9978342
318600;3,0273643
318700;1,337723
318800;0,9191796
318900;1,7258904
319000;3,157516
319100;3,3940153
319200;4,165307
319300;5,892116
319400;7,440476
319500;9,522623
319600;12,176295
319700;14,869231
319800;17,982235
319900;20,071497
320000;20,351952
320100;21,22197
320200;21,811113
320300;19,511408
320400;16,461943
320500;13,969418
320600;11,742061
320700;9,700848
320800;8,090105
320900;6,6769443
321000;5,406832
321100;4,286774
321200;3,4765534
321300;3,1261363
321400;3,8849509
321500;3,8307703
321600;4,434863
321700;3,8322423
321800;3,133139
321900;3,334485
322000;3,1141496
322100;2,9439325
322200;3,130537
322300;3,1355934
322400;3,0788314
322500;2,8248043
322600;3,3881407
322700;4,173145
322800;4,145506
322900;4,4761667
323000;4,70451
323100;3,6529706
323200;3,365027
323300;3,3740509
323400;2,9040892
323500;2,7710888
323600;2,6827006
323700;2,322512
323800;2,7244787
323900;3,015233
324000;2,032794
324100;0,61733055
324200;0,014586855
324300;0,06439767
324400;0,28643283
324500;0,07193976
324600;0,1
324700;0,21913438
324800;0,6804022
324900;1,2769508
325000;1,6451541
325100;1,6912048
325200;1,8279989
325300;2,0643053
325400;1,7762617
325500;1,8986115
325600;2,5309863
325700;2,6127887
325800;2,015141
325900;2,187997
326000;2,3865774
326100;1,8527594
326200;1,6485636
326300;1,7134166
326400;1,7767375
326500;1,2635869
326600;0,3690432
326700;0,080611005
326800;0,6352534
326900;0,8749527
327000;0,7502287
327100;0,871233
327200;1,1235191
327300;0,80824506
327400;0,67578137
327500;1,7296818
327600;1,9837626
327700;1,7107235
327800;1,2157658
327900;0,86773163
328000;1,3755984
328100;2,4042819
328200;2,6590471
328300;2,2972023
328400;2,4834013
328500;2,645109
328600;3,0023546
328700;3,1296875
328800;3,5434086
328900;4,0019984
329000;3,4881122
329100;2,7262697
329200;2,9940531
329300;2,5155475
329400;2,2846882
329500;2,1824858
329600;1,5314746
329700;0,29424426
329800;0,1
329900;0,73471946
330000;1,7208549
330100;1,9776587
330200;1,5326555
330300;1,6364012
330400;2,027697
330500;2,4458988
330600;3,202042
330700;2,9612353
330800;2,171577
330900;2,4040954
331000;2,107012
331100;2,1663868
331200;2,3280132
331300;3,5878925
331400;4,976841
331500;5,7792997
331600;5,685118
331700;5,472204
331800;4,7400756
331900;5,307052
332000;5,5930047
332100;5,7458735
332200;5,408679
332300;5,1589794
332400;4,688431
332500;4,8947434
332600;4,008634
332700;2,2438896
332800;2,0374775
332900;1,5997366
333000;0,69099
333100;1,4570072
333200;2,20737
333300;2,0063765
333400;1,5310299
333500;1,8010007
333600;2,3989165
333700;2,9936829
333800;2,8297775
333900;2,3251326
334000;2,1472838
334100;2,0034869
334200;2,1124425
334300;2,3593826
334400;2,4100838
334500;2,1269977
334600;2,039839
334700;2,649834
334800;3,1479208
334900;3,1224158
335000;2,6626081
335100;3,0500202
335200;3,2584217
335300;2,8150554
335400;2,5509174
335500;2,6892085
335600;2,7753453
335700;2,639588
335800;2,983064
335900;3,5374582
336000;3,7863474
336100;3,4794405
336200;3,4068608
336300;3,309622
336400;4,342034
336500;5,383339
336600;6,29949
336700;7,07609
336800;7,652862
336900;7,8899093
337000;8,330965
337100;8,720989
337200;8,410246
337300;8,912939
337400;9,118663
337500;8,552415
337600;8,447779
337700;7,86148
337800;7,5138144
337900;7,4599977
338000;7,2759457
338100;7,278985
338200;7,5370526
338300;6,7020197
338400;6,222644
338500;6,230496
338600;4,945606
338700;4,358786
338800;4,94906
338900;5,1790395
339000;5,041725
339100;4,378854
339200;3,29827
339300;3,279203
339400;4,1994205
339500;4,7587447
339600;5,429749
339700;5,3828397
339800;4,902178
339900;4,1959167
340000;4,6013656
340100;5,262147
340200;5,3740916
340300;5,634609
340400;5,3023443
340500;4,1345453
340600;3,530331
340700;3,6614678
340800;4,074146
340900;3,7739232
341000;2,9961905
341100;3,273185
341200;3,7081723
341300;2,4580727
341400;2,0531616
341500;2,727412
341600;2,8287425
341700;2,9260333
341800;3,7344577
341900;5,0353036
342000;5,475374
342100;5,712505
342200;5,9492292
342300;5,7931495
342400;4,8085833
342500;4,911588
342600;5,28554
342700;5,696084
342800;5,3570523
342900;4,753187
343000;4,4858522
343100;3,7745025
343200;3,3402023
343300;3,4437826
343400;2,9610898
343500;3,3062027
343600;3,4990435
343700;2,4855473
343800;2,2107484
343900;3,2082803
344000;3,77461
344100;2,5957148
344200;2,6056519
344300;3,3824327
344400;2,3565235
344500;1,273408
344600;0,7248878
344700;0,73080426
344800;0,49754837
344900;0,40594572
345000;0,6198688
345100;1,5473477
345200;2,5810447
345300;2,6299639
345400;2,0978558
345500;1,5967634
345600;0,77144575
345700;0,58964884
345800;0,044092104
345900;0,40076554
346000;1,6141692
346100;1,0860577
346200;0,1
346300;0,1
346400;0,13128169
346500;0,0837501
346600;1,02109
346700;2,2564254
346800;2,9255126
346900;4,131667
347000;6,2652593
347100;8,249328
347200;10,35453
347300;13,703436
347400;16,390242
347500;18,130768
347600;19,812426
347700;21,541386
347800;21,498466
347900;19,894392
348000;17,554346
348100;14,674015
348200;11,884445
348300;9,67606
348400;7,5989356
348500;5,7320023
348600;5,038141
348700;4,5741186
348800;3,959822
348900;3,1650786
349000;2,584122
349100;2,7165735
349200;3,221864
349300;4,018005
349400;4,6329236
349500;4,365913
349600;3,4183702
349700;3,2614787
349800;3,68803
349900;3,8452325
350000;3,9368494
350100;4,0081906
350200;3,03212
350300;3,0057943
350400;4,715845
350500;6,103489
350600;5,491823
350700;4,565168
350800;3,8918316
350900;3,2271776
351000;3,6357334
351100;4,8558054
351200;5,532783
351300;5,9334164
351400;6,5966415
351500;6,6715374
351600;6,771636
351700;7,3954334
351800;6,9140673
351900;5,386133
352000;5,238171
352100;4,7585893
352200;5,397006
352300;4,7544055
352400;3,645512
352500;2,9868038
352600;2,9508238
352700;3,4282417
352800;3,3962507
352900;2,4606097
353000;1,5130548
353100;1,179401
353200;1,220322
353300;1,2085334
353400;1,3343346
353500;1,675023
353600;2,0665128
353700;3,1484616
353800;3,8252084
353900;3,465082
354000;3,854754
354100;4,9572177
354200;5,1474085
354300;5,4855194
354400;5,927032
354500;6,0403543
354600;5,780053
354700;4,906719
354800;4,4945555
354900;5,1877604
355000;4,037949
355100;3,878251
355200;4,0111775
355300;4,5486445
355400;4,740045
355500;4,9294057
355600;4,2301784
355700;3,283536
355800;3,2223907
355900;3,4756086
356000;3,5718539
356100;2,7982314
356200;2,5087118
356300;2,5233595
356400;2,6126435
356500;1,9634143
356600;2,475621
356700;3,9412699
356800;4,29215
356900;4,158798
357000;2,7967618
357100;2,3846483
357200;2,7652237
357300;3,211305
357400;4,442639
357500;5,4350533
357600;5,478028
357700;4,863372
357800;3,6055014
357900;3,290081
358000;4,057737
358100;4,600526
358200;4,8783917
358300;4,562767
358400;3,8036673
358500;3,2258925
358600;3,601004
358700;2,7933834
358800;2,9946363
358900;2,8446968
359000;2,7969053
359100;2,6055658
359200;2,6066756
359300;3,6000555
359400;4,601315
359500;4,3598123
359600;3,3768167
359700;3,5751586
359800;3,7638843
359900;3,3809593
360000;2,949528
360100;3,2173748
360200;3,8167303
360300;4,664166
360400;5,5331655
360500;5,449955
360600;5,5066457
360700;6,402178
360800;6,581493
360900;6,2716665
361000;6,600809
361100;6,899286
361200;6,349721
361300;6,9402127
361400;8,566321
361500;8,229287
361600;7,94932
361700;9,666088
361800;11,79991
361900;11,929976
362000;10,426325
362100;9,321259
362200;8,87793
362300;8,382479
362400;7,1903663
362500;5,4771986
362600;4,815074
362700;5,035806
362800;4,8237314
362900;4,84669
363000;4,903275
363100;4,940281
363200;4,4635773
363300;3,2861762
363400;2,8078141
363500;3,2161946
363600;2,049319
363700;1,5168048
363800;2,0787416
363900;1,134274
364000;1,087321
364100;1,7907854
364200;1,6209239
364300;1,1097198
364400;1,81253
364500;2,4992616
364600;2,460889
364700;2,7768083
364800;2,8958855
364900;2,6506846
365000;2,7102137
365100;1,7360642
365200;1,7889932
365300;2,3832722
365400;2,890934
365500;3,0240366
365600;3,2120926
365700;2,6751866
365800;2,1521015
365900;2,844871
366000;3,4621203
366100;2,5684063
366200;1,7803633
366300;1,9848814
366400;2,284822
366500;2,389955
366600;2,2766266
366700;1,80301
366800;1,3469945
366900;0,96364427
367000;0,78583527
367100;1,1231884
367200;1,4182922
367300;1,8846673
367400;2,0778394
367500;1,4665592
367600;0,8578999
367700;0,47549203
367800;0,1
367900;0,53428525
368000;1,785346
368100;2,3836033
368200;1,7848494
368300;0,87997663
368400;0,8171019
368500;1,7740222
368600;2,8656573
368700;2,6789067
368800;1,658612
368900;1,3962462
369000;1,5093657
369100;1,2092477
369200;0,6889185
369300;0,1
369400;0,0476352
369500;0,68112725
369600;1,7024353
369700;1,7486721
369800;1,4580431
369900;0,6429406
370000;1,074683
370100;1,9817624
370200;1,7355454
370300;1,1582254
370400;0,9688244
370500;1,1928066
370600;2,117061
370700;2,897024
370800;2,8470066
370900;2,8663392
371000;2,601081
371100;2,1679096
371200;2,3213832
371300;2,4060435
371400;1,9267097
371500;1,7154684
371600;2,199124
371700;2,906971
371800;2,8991063
371900;2,8208985
372000;3,890329
372100;4,8786054
372200;5,52811
372300;6,3096375
372400;7,282938
372500;7,896115
372600;8,476291
372700;7,1968083
372800;6,703035
372900;7,3632355
373000;6,883897
373100;6,4690595
373200;6,813016
373300;6,839692
373400;6,43071
373500;6,5863733
373600;7,300247
373700;7,8790092
373800;7,2989087
373900;7,1016965
374000;7,8070793
374100;7,304694
374200;7,125267
374300;7,182121
374400;6,9295945
374500;6,337746
374600;5,2938685
374700;4,2922883
374800;3,2625668
374900;2,9355853
375000;3,1592853
375100;4,091427
375200;4,101548
375300;3,0462718
375400;1,5467662
375500;1,5968258
375600;1,6097761
375700;1,5978926
375800;0,7021787
375900;0,08553203
376000;0,5036404
376100;1,0652753
376200;1,8386962
376300;2,671975
376400;2,2795167
376500;3,977997
376600;4,3038783
376700;3,2498949
376800;2,6093087
376900;3,103167
377000;4,0085883
377100;3,9817877
377200;3,0420763
377300;2,5208318
377400;2,962725
377500;3,2619524
377600;2,2266705
377700;1,9278367
377800;3,3268387
377900;4,1105723
378000;2,8242352
378100;0,71244556
378200;1,0497153
378300;1,7525579
378400;2,0335302
378500;1,5857618
378600;1,503047
378700;1,5806012
378800;1,5344901
378900;1,2723516
379000;0,90103877
379100;1,2032499
379200;1,7273198
379300;1,5967642
379400;1,1012769
379500;1,0681145
379600;1,0092497
379700;0,1
379800;0,1
379900;0,35903555
380000;0,46831298
380100;1,2095482
380200;1,7423722
380300;1,6410208
380400;2,2327201
380500;3,1662712
380600;5,2695923
380700;7,3338375
380800;8,277101
380900;9,439874
381000;10,290277
381100;10,375316
381200;10,088007
381300;9,742818
381400;10,291537
381500;10,602347
381600;10,056481
381700;9,686145
381800;9,070723
381900;8,989486
382000;9,117432
382100;8,880138
382200;8,842232
382300;7,8941836
382400;6,763847
382500;6,0459943
382600;5,8119545
382700;5,0999303
382800;3,7053814
382900;2,9425042
383000;3,180174
383100;4,373901
383200;5,272104
383300;4,2858834
383400;2,2698002
383500;3,7404943
383600;4,9977155
383700;5,0806985
383800;5,3095083
383900;5,750684
384000;5,5804267
384100;5,7747006
384200;5,8912477
384300;5,99814
384400;7,4663153
384500;9,128885
384600;9,973344
384700;12,622748
384800;16,658587
384900;20,213243
385000;23,617811
385100;26,769365
385200;29,011154
385300;30,303814
385400;30,562439
385500;29,146008
385600;26,39084
385700;24,031248
385800;20,882025
385900;18,246561
386000;16,7553
386100;14,444821
386200;11,235684
386300;8,964641
386400;7,423886
386500;6,1898
386600;5,9280868
386700;6,230285
386800;6,147948
386900;6,442066
387000;6,345367
387100;6,1957994
387200;6,7727757
387300;6,4327602
387400;5,9146175
387500;6,2575903
387600;6,313025
387700;6,5434117
387800;8,175558
387900;9,141214
388000;9,131058
388100;9,493336
388200;9,415682
388300;8,393245
388400;7,4448295
388500;7,4472084
388600;7,271489
388700;6,4743967
388800;5,594824
388900;5,228569
389000;4,3956265
389100;3,6729693
389200;3,8559823
389300;3,3268619
389400;2,466247
389500;2,790037
389600;3,4384768
389700;3,5746915
389800;3,607212
389900;3,2619004
390000;3,4026945
390100;3,6095433
390200;2,8639245
390300;3,3074033
390400;4,5608068
390500;4,243282
390600;3,0844166
390700;2,022839
390800;2,3493216
390900;2,9443078
391000;3,123887
391100;3,9584742
391200;4,322311
391300;4,4832406
391400;4,99436
391500;4,7228136
391600;3,9496508
391700;3,8326352
391800;3,2711968
391900;2,6944253
392000;1,9821557
392100;1,9930737
392200;2,192204
392300;1,6726183
392400;1,3602458
392500;1,6879326
392600;1,7293919
392700;1,6007626
392800;0,7215833
392900;0,22386871
393000;1,4457778
393100;2,2909331
393200;2,04506
393300;0,7206094
393400;1,3751024
393500;1,4032913
393600;1,3861647
393700;1,1325536
393800;1,1301492
393900;1,3990122
394000;2,0603514
394100;1,34629
394200;0,4452305
394300;0,89676017
394400;1,5021667
394500;1,2284143
394600;0,6618892
394700;0,1
394800;0,1
394900;0,65367365
395000;1,3256632
395100;1,6725156
395200;1,6032274
395300;0,86060417
395400;0,74674755
395500;1,0476015
395600;0,36110765
395700;0,1
395800;1,0084817
395900;1,5798746
396000;2,03901
396100;1,2584373
396200;0,7341499
396300;0,89245045
396400;1,056843
396500;0,45254484
396600;0,55063313
396700;0,8310363
396800;0,37135348
396900;0,1
397000;0,24845318
397100;1,3303468
397200;1,8104799
397300;1,5481242
397400;1,2203652
397500;1,9622747
397600;2,0540636
397700;2,0086663
397800;2,1365602
397900;2,3083494
398000;3,051048
398100;4,0456157
398200;4,190549
398300;2,780029
398400;2,2221234
398500;2,6313224
398600;2,0080333
398700;3,7646008
398800;3,8670917
398900;3,8986702
399000;3,7226021
399100;4,1917105
399200;4,4729443
399300;3,6496158
399400;2,7169998
399500;3,0590448
399600;4,4716597
399700;5,135733
399800;5,1543937
399900;5,2903676
400000;4,909057
400100;4,1446347
400200;4,1787415
400300;3,8181527
400400;3,3684335
400500;3,9886653
400600;3,9011967
400700;2,866627
400800;1,8640089
400900;2,4018795
401000;2,757579
401100;2,1161413
401200;1,6971486
401300;2,2658942
401400;2,7529063
401500;1,7112825
401600;1,4042127
401700;1,9707792
401800;2,3676715
401900;2,1108057
402000;1,965973
402100;2,6155462
402200;2,2868402
402300;1,3085691
402400;0,926234
402500;0,38852036
402600;0,19245736
402700;0,37689617
402800;0,8100888
402900;1,03863
403000;1,0806086
403100;1,1737239
403200;1,0192262
403300;0,9995931
403400;1,7150649
403500;1,9057512
403600;2,1794813
403700;2,6594706
403800;3,4431386
403900;4,4656296
404000;4,5702453
404100;3,970805
404200;3,9522204
404300;3,512192
404400;2,8028731
404500;3,0787811
404600;3,7370324
404700;3,2118435
404800;2,928311
404900;2,9025996
405000;2,0721822
405100;1,8085319
405200;2,9143667
405300;3,097904
405400;2,6763792
405500;2,6769881
405600;2,1143699
405700;1,6469786
405800;1,5293612
405900;1,5813484
406000;1,6094851
406100;1,2817167
406200;1,1417031
406300;1,4173288
406400;1,5442274
406500;2,2974203
406600;2,1147113
406700;1,5554161
406800;1,6597728
406900;2,3375025
407000;2,5215373
407100;2,2503223
407200;2,156751
407300;1,9149815
407400;1,6679889
407500;2,0193467
407600;2,1682925
407700;1,5258603
407800;1,668183
407900;2,705696
408000;2,8658211
408100;2,2895362
408200;2,4902918
408300;2,70982
408400;2,0154114
408500;2,3754416
408600;3,0793283
408700;3,1062968
408800;3,6157377
408900;3,4257762
409000;2,756564
409100;3,7000456
409200;4,678837
409300;5,0824313
409400;5,4209657
409500;4,6528563
409600;4,2789216
409700;4,587379
409800;4,2478313
409900;2,6008444
410000;1,9063815
410100;1,6084403
410200;2,160244
410300;3,096339
410400;2,6874123
410500;2,2989423
410600;2,7223852
410700;2,764665
410800;2,7181492
410900;2,9603028
411000;2,8124866
411100;2,9136841
411200;2,8080957
411300;2,3502142
411400;2,3626983
411500;2,155986
411600;2,3024864
411700;3,0928717
411800;3,581819
411900;2,8297048
412000;2,2748141
412100;1,8424295
412200;2,133432
412300;2,1726956
412400;1,9172812
412500;1,1589812
412600;0,35675624
412700;0,82494485
412800;1,2371681
412900;1,456002
413000;1,400939
413100;1,1553149
413200;1,777377
413300;2,6289706
413400;2,1728199
413500;2,123921
413600;1,9918935
413700;1,7316189
413800;1,9966594
413900;2,4373088
414000;2,5400803
414100;2,045868
414200;3,3699796
414300;2,8124478
414400;1,9387262
414500;2,2383265
414600;2,5876532
414700;2,4091733
414800;2,3792949
414900;2,416706
415000;2,0437965
415100;1,4276885
415200;1,6168826
415300;2,1861637
415400;2,1781049
415500;2,1203122
415600;2,169049
415700;2,0699258
415800;1,4037986
415900;1,025825
416000;1,6274824
416100;0,95216525
416200;0,1
416300;0,1
416400;0,1855474
416500;0,38675883
416600;0,62512153
416700;0,6338757
416800;0,5081156
416900;0,8735224
417000;0,80353105
417100;0,586064
417200;1,3964862
417300;2,0767612
417400;2,4376001
417500;2,8145993
417600;2,9911032
417700;3,2379506
417800;2,7611213
417900;1,5372244
418000;0,73814887
418100;1,0623022
418200;0,76306444
418300;0,3207243
418400;1,3577597
418500;2,4903238
418600;2,643216
418700;2,2504995
418800;1,9168041
418900;1,3421359
419000;0,69537246
419100;0,2978912
419200;0,85645926
419300;1,3226794
419400;1,2275544
419500;1,3557906
419600;1,4708066
419700;1,3864361
419800;1,7834499
419900;1,956548
420000;1,6076213
420100;1,3491178
420200;2,3301382
420300;2,5995896
420400;2,3428905
420500;1,632568
420600;2,05339
420700;2,6848836
420800;2,67871
420900;2,2549431
421000;1,7593532
421100;1,4670368
421200;1,259764
421300;1,5644194
421400;2,2509334
421500;2,1313908
421600;2,257357
421700;2,2845101
421800;0,58098793
421900;1,3476894
422000;1,6516094
422100;1,387513
422200;2,0948703
422300;3,203867
422400;3,4751728
422500;3,2086706
422600;3,1155465
422700;2,5467944
422800;2,702836
422900;2,4975436
423000;1,9718267
423100;2,196005
423200;3,2736325
423300;3,3493629
423400;1,8586948
423500;2,1293705
423600;1,302042
423700;1,4925832
423800;1,6834352
423900;0,8840791
424000;0,8307673
424100;1,1718794
424200;1,5134177
424300;0,95218587
424400;1,1092434
424500;1,1536677
424600;1,1228982
424700;0,9640171
424800;0,72223645
424900;0,24606006
425000;2,0037456
425100;2,2608812
425200;1,7590213
425300;1,1096778
425400;1,3960277
425500;1,5487037
425600;1,2627164
425700;1,8044298
425800;1,5070971
425900;0,631773
426000;1,0674697
426100;1,4115491
426200;0,9578012
426300;1,0800074
426400;1,6578044
426500;1,9633522
426600;2,4299233
426700;2,0880969
426800;1,3314657
426900;1,1058867
427000;0,9714347
427100;1,8775909
427200;1,9003829
427300;1,3809543
427400;1,4096627
427500;2,162056
427600;2,3906069
427700;3,1429064
427800;3,9726307
427900;4,4839563
428000;4,120713
428100;4,6846375
428200;5,458127
428300;5,910145
428400;6,2895565
428500;5,551668
428600;4,923543
428700;4,7037992
428800;4,1626797
428900;4,1925097
429000;4,8045034
429100;4,603854
429200;3,4822094
429300;2,077994
429400;1,8625801
429500;2,5956128
429600;2,9198897
429700;2,8737154
429800;2,8932333
429900;3,4467022
430000;3,5740907
430100;3,4051297
430200;2,8331652
430300;3,0764303
430400;3,7146652
430500;4,4699383
430600;5,0354595
430700;4,7238193
430800;4,5652113
430900;5,2234344
431000;5,294182
431100;4,0878944
431200;2,1620765
431300;1,8041705
431400;2,2208905
431500;3,685129
431600;4,1675715
431700;3,278202
431800;2,816175
431900;2,1183376
432000;2,8669803
432100;4,6682687
432200;5,32605
432300;4,2993956
432400;3,9699473
432500;4,526269
432600;5,0610843
432700;5,1635804
432800;5,021941
432900;5,056046
433000;4,540096
433100;3,997409
433200;3,8774705
433300;4,071513
433400;4,4955993
433500;4,0958695
433600;3,7808354
433700;4,5458694
433800;5,107213
433900;4,553575
434000;4,1080236
434100;3,653477
434200;3,069476
434300;2,9537346
434400;2,5205941
434500;1,613847
434600;2,0977502
434700;3,0901556
434800;4,09037
434900;4,279284
435000;3,5112677
435100;3,788647
435200;4,142396
435300;3,870241
435400;3,2156146
435500;3,026299
435600;2,820443
435700;2,2530477
435800;1,5347066
435900;2,8414745
436000;3,0473485
436100;2,3782792
436200;2,5186155
436300;2,7867732
436400;2,6888297
436500;3,0578747
436600;3,1533406
436700;2,470121
436800;1,7455525
436900;2,1670384
437000;3,0820532
437100;3,149354
437200;2,8885083
437300;3,1476326
437400;3,4719
437500;3,6654444
437600;3,7095597
437700;4,034344
437800;3,9586213
437900;2,964645
438000;2,7575169
438100;3,1835594
438200;3,9059017
438300;3,9772182
438400;3,7970593
438500;3,9201748
438600;3,4814942
438700;3,2481015
438800;3,7256384
438900;4,2646494
439000;4,008598
439100;3,947475
439200;3,2691734
439300;2,615834
439400;2,7146685
439500;2,234566
439600;1,7240461
439700;2,112194
439800;2,9671724
439900;2,307602
440000;2,174747
440100;2,3610704
440200;2,2337375
440300;1,7660463
440400;1,4170392
440500;2,5286772
440600;3,5764942
440700;3,7271833
440800;3,4228466
