PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36
2180.7056559924704,-84.86627089220326,-1052.305503871405,-211.43940468138493,-299.9472495966898,750.5316294503866,911.4818586270311,-441.90036428993557,18.998204624507025,404.2451984973155,1339.5399778314281,77.22368696363881,-144.49373922548767,-256.0872193973488,203.0204494827683,-311.06567472949973,-151.41319437127703,296.66882309167966,75.11881784195117,10.112388584247215,-30.449417912766215,180.82485574346106,-47.003781444346075,57.55348052728219,-382.2107498161704,-337.3049369674951,127.69372551758433,-430.14796367077025,348.2436728357491,-16.071236077459634,154.10789358350792,-102.27306857209761,-67.86892704563631,-137.46069555036797,-44.65663236430191,104.18134852919836
-672.4990786631593,1653.9111386225657,938.3372350452753,813.3102822187407,-82.69433184989303,-232.09925076810828,126.18456540570885,143.51758298992385,341.1100448464846,-402.90400474436217,288.7323186347014,-958.151770085816,1847.5508952028001,-686.207780388397,-931.3765621131977,-384.8231446640668,-133.88183123379972,803.705076166868,1044.5044814252808,518.1910283250323,-340.99204275234126,-12.535259387258927,409.91666961803355,205.1775022536466,151.04614811532596,-67.08674930516861,-132.16440891074146,157.19963093122522,226.15001386918632,-18.611762825455713,-34.5663614580494,-106.44934620026392,154.12112289814635,253.41169305940844,157.67984130763915,106.37906367422123
-98.98973504876591,1302.0767019768687,664.2639882072256,962.9371596268496,7.171713017838356,-287.7798310158985,-95.00547321372497,-271.6326370229775,128.62492634962913,-523.7237223998915,562.5245365699266,-158.03980320286982,242.74864405468165,-172.77984657512417,-805.5537285200039,-84.80591662975017,-284.5034736220655,44.78541101092501,-220.09002871127322,347.6979144714106,361.9123972681866,109.36329704198539,121.69110014205047,307.20169046804136,534.2382259370922,789.2348090357488,358.4524880823086,363.52783826970585,-479.1859451513311,1106.1200128859057,506.9493304495647,663.8671711218898,-503.4620077220085,372.9651792447882,-515.7135969211424,988.9602831989122
2277.1386608979765,448.90757258865074,518.1700292519826,-1742.6287269983034,-650.9766101534129,-626.9385762037682,-1427.371633575744,763.2860409570529,-66.18127960203786,-1555.8600478078192,562.2153087948415,-308.91450310978047,-350.88292641837666,-735.2955637035989,200.11976464782458,-774.6797047596533,-184.27944477357133,360.2955176804289,60.92736258860795,-167.04121165157989,80.61548383770224,21.51871120849597,109.71700017504622,-505.66924227342423,90.31342531278338,-359.04381983925924,-635.7065632295784,-337.9178637550613,-163.3244158837294,-24.471377622734725,328.2380775080036,-500.0421814567778,409.42779270929327,-157.04272848219026,99.27283667331709,82.34029137715049
-437.6784557023103,177.54669123546762,-381.9826199933839,-495.4553985444138,-1541.0708451987139,-282.22819609054056,-455.1914987105501,530.6263005607888,-225.6367413461122,-877.1458846890756,582.9999353121643,-317.2697392609232,-62.35180440396624,332.0134605208559,-841.4770788609927,467.5948454158618,526.0590944269823,-313.2523490301964,-462.380705107933,356.50870559442706,513.2125268467319,-196.0964198986326,3.4823073012892394,-135.32466299745428,78.00453083769833,-15.90580939682339,-319.5758211008644,145.23762531730029,-78.0023623258577,-182.58141487820225,-35.77551405463317,-160.8926795240555,213.99583848316635,-522.2491198147491,117.24754708696813,67.29579336222916
280.8643211940639,-654.8840232686815,-1250.507204623293,179.08222800514943,-771.69556733218,481.03525144625075,960.8308014803142,-964.6115635988886,55.697000025803966,258.3408270691902,542.5731045178642,-287.57779026292764,149.25896817766534,127.24052271971686,129.46922598032256,-132.6827572338555,170.56718285013005,-85.45556897927776,-220.55417745444637,126.33151702648995,249.08323010833226,265.8432602700075,-63.3291948084223,-64.56864854965723,216.84769684502993,253.70128908915652,46.23778519204006,76.08710840981253,-76.94788463947275,142.9015203042794,242.84814353666488,-176.7256616402053,13.77135766045694,29.124415840139743,-73.36934366457339,-112.25817394524898
-1424.5388776367952,-621.416206978959,-882.6231655429953,1427.4465229786922,-606.551705553223,-688.4606094718159,-541.4401109901434,-703.2523949170462,-546.1110522749699,-242.92195743978635,-569.7997285594981,228.3857000530895,-501.57040610310474,-209.18902059498686,-182.16319430301783,-190.22917756010966,-148.29655786889887,-104.94329317041807,618.5017336591682,-425.77695971152804,-194.15863679492614,-457.87544654899114,313.6940147940145,47.28122210071507,-41.0603008850986,-266.1410153709525,128.84889600837766,-373.75342377335437,322.2238314795099,-514.5905690272934,-244.90244638238417,218.07574490755326,98.41820194030616,23.520546434096133,-378.5460424083484,-198.25191433704893
2675.982111691626,-471.79259892378576,-1675.0924520543983,-13.310197546893,327.1131841298325,297.5799134077132,779.7290826105029,-792.7652004361336,344.7491791013397,-170.97983076046265,1742.2749824060922,-257.614553988707,-33.45919135439127,332.9848919796169,265.5946231757581,-221.02882873059934,-79.24065700981485,-252.60676989334624,-278.65537626259027,287.4221170147412,280.9321846465189,305.8846950784876,140.5792541040062,72.44601643933868,8.196901542291789,181.10321530882814,46.588785029256115,-130.05083330050957,119.72793242075497,8.749221325083209,96.68271665266293,-176.3777846416307,-21.81805324043599,258.2994827137732,-75.92649846991317,-253.91560511687655
-1109.5967517764716,1709.1296659746572,1332.3903708145208,1243.9105596715856,-181.59852660855205,-280.194075158673,356.9375315164049,3.7223442839990466,197.69584867333882,-553.3095732929431,49.28169142832991,-1016.3917827890868,1785.7412064092127,-276.1222832856309,-542.6577530795547,297.1058313064459,-894.3562624425534,-53.050111271251815,-712.6536854341849,-1114.396227543082,-29.252412160601075,603.2940689692385,-145.44528342788936,198.18069440577617,-606.6601525758697,-190.68949423074383,852.814881908394,161.7564744575432,187.4681195700498,-383.0734830938509,45.37916377971471,-491.18913191761595,-226.7074613923091,-147.5378472676691,-258.1054197665017,-379.3578966138851
-1087.1573058555764,1408.0698947467042,826.5160963064591,899.7472573168126,-222.81548098155997,-265.54372388442357,181.3078231334447,178.895113412619,276.86916165896133,-490.7816442036873,375.29716858606093,-949.4142318612478,2120.9780966747385,-729.043230065915,-959.1600500612707,-268.24556984625906,-97.38324032206621,690.4323637902212,840.7273002633688,479.04429609316236,-375.9648712180287,74.52975428350997,309.7784556330707,243.25434952110595,15.350627915652407,-64.0656854612722,52.57613257874062,124.99997320979907,215.6458276715835,-138.68201701516642,18.798371255614605,-32.47589268283932,85.64127864038709,2.797593455224325,239.32837359409436,-102.9135309802639
-960.0213044465964,1548.0772675280027,927.2769684943261,921.8251184113681,-401.31702538565435,-131.20728464519092,521.5840396918891,-147.0612281771891,255.52916673390095,-137.20764121147596,154.2440540599851,-911.9540784347441,2127.476748244183,-722.6971804091776,-861.5028193665637,-489.70499591849943,-191.15364808154513,671.603967672793,446.5976321619624,928.4977237990802,-236.0131756426974,-196.9417659064807,399.378068822395,288.0201514169691,63.785046043951766,-163.10348285702526,-48.490582906417885,69.8459052272868,148.14861967450204,-143.6784706696388,25.910101771560903,51.28494456594444,28.115821307191528,-39.7717851979338,113.43513508819686,-160.5523264741321
971.4435562178037,-439.6226929446195,-1438.3568981298163,1484.606087752515,-48.95274984609257,579.5609106675473,534.0049735283603,2441.0069287530005,448.9025802247107,-553.1904085801102,-929.1014596798644,-461.3383573419693,-243.90268667645486,780.5579977142141,601.6922256889791,-1205.3689212347638,203.984298453244,-277.16150320341893,561.9555995914412,-419.53811764075857,447.2468676574258,129.51632796359684,847.7143540675299,660.5571790148116,-772.9214749912893,-806.252693892254,-521.2277402469605,-369.4551520306242,157.88987326950362,518.8042423543305,1600.4993199280577,-47.74353308466828,-898.9975435880962,-687.4408119937112,88.18811721097421,200.63815657308598
837.5580800021546,655.9412763811808,114.95257037871897,-179.8277780664098,-896.7096798217323,741.7644453297163,1055.230562915929,-608.3497884165108,-299.5718286576384,1012.6669858329572,70.20749671572521,385.1137884862266,-299.0377354677922,-388.4316494160227,-173.20488378690126,-556.0096401805803,-164.29523110390983,316.68212081108055,127.36916893334822,115.19537784112015,239.701132385401,219.63822242828724,-54.62380501628871,-173.66427435731273,317.8339922093573,-43.60619662460814,-103.16375749849554,-109.71520612221333,45.187903687278364,-19.859586876092173,212.16629726401146,0.6760900650644922,130.62920395401719,-192.82217829888597,-224.69821599891077,-85.79195131988278
105.63752521645903,-348.6234542110278,-776.8956028304902,-161.3709450647748,-1262.009483012414,565.8017815265421,738.5648877193211,-814.2952581074424,-171.81388585335725,829.9439507643475,-231.8925268026925,-101.57367425013601,291.27344517442737,40.76636772619407,80.54778033077682,-193.3650745157761,128.36104582094643,-89.05305189950556,-38.869119268305184,-55.386696524207125,155.0332672116099,98.93900479618941,-315.54599800500375,-34.92930816533974,290.19768738376354,153.7440005204425,218.82839311100372,-17.578205616623233,-82.1124873145135,-67.54432292980051,93.57284628533544,14.108266472674904,6.570844046087229,-107.87765245530042,-81.62366864387523,-100.65885049431694
-1067.3010119468454,-91.47439964720603,-256.9434214335888,1179.990763488467,-141.10604414110713,-976.4866502515787,-788.0903515490987,-73.47195332235019,-258.2356713558366,-25.064787785444175,409.4486608049588,1021.4650842798728,325.9637198773016,-265.7055678418063,-11.21211311060185,-821.0626212894487,-41.00780759930881,66.77621515020638,-149.98950169716073,52.363435285082986,1267.9612505804025,234.34106040221982,-764.9370928531079,-554.0017756502845,-743.0026431444631,1.518512734108665,286.40481814811596,-340.73009967638,22.516859015759337,309.9225150631517,67.10222415527195,196.54277376092276,1001.5317233286275,1112.3472288277885,402.8274622319336,-657.8300660304479
558.4999191304445,-641.8201334998777,-1014.8026818569708,2436.383388037815,1062.0753732800915,-1587.259342925973,-1555.289868074186,-1064.4078505514692,-560.1710621259376,-98.77240856113612,-407.9176794355354,1366.4570641690432,-103.69457018210565,-172.0286835180777,-531.0610106539219,-707.1811622034569,37.00399922182058,326.3576100101576,131.421331025415,212.15174642193728,569.5585436397186,186.39146398495893,-516.9254138309964,-276.2309542941613,-428.09206267267353,-219.22247229611574,450.86123235709414,-446.80824124193776,25.699341142225958,-185.9935665665276,199.83661357168853,29.45495084172888,-30.182412193816106,191.3400821434795,238.77934256892954,243.48346608774276
1024.0677900266985,-404.5268859633935,-705.5036137645163,2165.9306465443096,1352.6228694931365,-1575.4004238919936,-1553.1362584509895,-705.944871276314,-403.6716470720183,116.30796814133289,-321.76513144405146,1453.548681724921,379.93948198266116,-200.04165309166925,-355.7444616366796,-582.2961278340166,144.8901578264732,261.4030565355872,-172.90970698403044,547.7539583742423,607.7226299080501,463.3083111681721,-992.1956044741755,-187.87035367116277,-478.5103580297296,-37.47049569841078,274.78808068856046,-193.83869091687592,-140.1300632708405,-157.75461142244959,552.8521691468806,-197.8068042120436,-300.7461541553812,-398.8627160530472,259.05271039089683,820.9844461030447
429.25115318277983,577.2106302176945,-210.3874920023774,57.09925829833367,-1063.852107305425,538.4574150800682,565.8062977617276,923.3544390477274,-22.42966682423237,165.65959080946865,-358.97554100715985,-126.58469838580737,-100.25749601269958,510.537370414019,-142.1337182801156,-638.1478144006832,459.8310710344503,-141.54882709289302,731.8288264819817,-176.62748978054563,891.7722372127813,-150.74395904252967,-457.34421132345136,-37.07028032754361,327.8623594263177,277.32894863013763,546.3022179511971,292.6809965219953,-153.84544246418258,-448.87645636687984,-717.6498438975277,396.4385324620327,176.5589035904221,-421.0664853194813,-276.80184202955024,448.2422792913539
1804.5289329719146,19.847432699663564,-1138.6090383755475,-20.746057324199487,-671.9802015088457,355.6200388117553,38.61284137684519,1185.4160412063438,64.17184653545566,-489.64518078487976,26.09222287507161,-592.9734086528854,181.60240621929756,1038.3516479453192,-105.55876574651315,-814.0699744215802,322.2160566201257,-566.2857780556177,357.71991786957403,-112.31141978377931,1189.7179718234065,-734.9877737261052,-97.02290423193159,-36.19067026545835,-194.60359352861258,278.28063633467144,676.9813943723757,785.8657936604455,-22.931610066330055,-608.3908689048494,-541.5107899531538,222.87161068999043,-184.94270646831393,-444.10296651769306,477.14712712701066,233.21953600065612
-1119.6256484483279,-907.0739922163466,-1184.6134122797423,1075.6940139108146,-919.5436903276703,-7.159446010745078,99.18843250154586,-891.2125524295534,-413.10933797149573,-213.8471098525805,-527.1595980593806,-468.0138188047705,-276.0985589949004,-52.004280977319624,67.16650814120989,242.08953568428058,36.94466923462154,-26.149672594413552,377.2036412888906,-512.9875880107173,-439.5643819179698,-382.4768034218169,201.79927069959948,32.72969182244242,-109.09355086575334,-119.86607708912041,-146.53389437296457,64.77202865695007,7.417736160494183,-74.12566420145284,-23.52999291050347,-5.320335003646472,58.39469402660277,-9.66693732895251,47.454908670141705,31.385658348564792
3355.5912602971775,-4.100137958981489,-1044.8398594824716,-1643.3256955691716,-719.8923186791455,-538.2558323477442,-1321.5333197083157,-493.4575228004625,-309.9279157941037,-272.43811996370306,-1183.3895068811726,-1049.5196109143847,204.72910347360718,-463.210180396059,681.0379583566109,20.51078366314274,114.64336626633732,214.03110836653107,-88.81172271707929,-233.60069148828646,222.43044869894214,39.69159442765766,161.33512966899934,-253.3869967004529,-225.32153770217693,127.70373711354901,-69.83212377114184,298.20551953618957,-72.6737149844764,113.82636900441257,-76.1765971132011,-308.32160236746074,83.82937772436209,90.8191110322269,102.7609633970456,-47.2669918754454
374.2812744761128,-947.9392389320149,-1446.0331782971264,1778.759759556317,312.6624869247155,-768.7871460852372,-691.0551822655976,-963.8019224181029,-154.83899043526492,-752.0220477972382,-103.18772339459882,-64.77231685685051,-441.6541939435478,-23.50175134248149,-250.93143918236882,-96.56561848490598,-116.0292813192809,-157.72826252241904,153.6183824181666,-71.8824148796106,184.99545428369203,-262.0788395922065,444.4388562809551,163.27976625480886,246.3714830009697,8.516102117231814,56.318089065297826,54.230430272812534,-15.924902049327995,98.0551083713035,57.93770889376865,68.20538668094777,88.07583341017623,132.00812862018424,-13.173270641246273,-278.9905179158644
827.4799174743591,1068.0656658068015,237.58621223615333,-850.4761624518762,-1515.915519189619,251.9718529967787,503.30300105520666,-684.5208496945609,-488.46710047779175,1075.5409335257546,-914.1280105130173,186.70895859324943,-184.49444982656314,86.75414413940238,-677.5720736894023,-572.0242647863249,79.6438744122808,198.11620293351965,-200.39855170774166,338.2609061444091,471.46449942440836,130.2465802686288,198.40476027867615,162.02585262913564,327.9922440200787,205.07848829246745,-83.05791777725476,-88.00043443598695,-186.1730027631928,324.12315661671784,85.84486625642164,-1.5536076155671683,-194.30513322086173,-205.2924359517646,-214.95835004503078,-352.2699625235439
-1763.2606562728968,757.8173407745704,627.2259220050821,817.8263716972725,-1068.718929394229,-48.62292946865964,511.0182766643332,-146.2802825388111,-45.8230221843671,13.040641276552451,-251.97328741533096,-77.13725789497099,-65.85034301176657,-66.94591493833873,836.3742517335003,-426.081618754035,-237.6349334588751,-423.68577265818,-798.0370583244932,1493.746605506652,-216.92721186324164,-847.4966687874686,46.021210483289686,67.82523325566804,-236.9751983971626,-247.64133257341186,-349.09104987063193,-229.00050361498603,-28.625661233610604,-110.53734608331509,-354.7593901763293,-214.1299338960711,22.45132064191438,234.87368428249508,-111.45098603787017,244.20565854766048
4018.421355712278,-349.0150135048288,-1864.4875179166338,619.6937141969539,487.0337369015492,780.5692818645762,248.0484252254917,1898.4557000366958,439.1464829631754,-466.0230497246077,-168.61601437764526,-659.6555509364307,435.6435430777356,1278.457556280551,22.780573899962338,-600.2826895066061,146.5004853569574,-641.6410908436949,249.67183562181566,77.5560084731969,1022.6167488840458,-681.1690070366978,28.73979256085802,107.69741705566172,-10.172449799397967,322.5336129170173,675.4061768864973,529.9073005132817,158.5226099732829,70.51602243321305,-416.3469176912466,539.7289969704616,242.9204945551137,414.65409205107875,266.51477788723344,-36.5691410567103
2088.923141790683,519.8632743981927,-355.6248648747319,-475.3560464435893,-430.08525808158595,566.4948273635595,539.230741967933,97.8388487412434,-149.77324158160803,419.3450902573206,1635.2832838056743,606.1790838701315,-655.2157104700987,-504.64783634815797,-143.51802726372335,-435.0584593310344,-311.86553324944185,99.16231230344496,153.79946436959008,152.32376256703498,-570.925862539984,-74.18408027037388,-135.271112479815,32.44519379162471,-385.58492658434307,-121.61351053587705,318.2114127725135,169.58151938962612,66.01353736641924,-588.644655906872,-267.1466003493857,-113.09930741823831,-414.0146917147735,-524.2190660349424,-536.6002263452381,-52.47750217217886
-1058.1590586370373,32.28183531791882,-269.7374431064294,-426.8749699846993,-1371.7234813871876,-428.9560439934243,-802.5233521132457,598.8081337688385,-138.67599751994666,-437.32766867931707,-83.46137735576505,-42.98105246182804,142.09040519287345,-440.5838151541351,862.3837513473528,-263.4102503320643,-730.0583226241409,-393.3173221228906,21.175335939660865,-26.88921414965611,-528.1923959499264,90.80423203262774,-561.0788528992806,-49.28729864247066,927.6220757068845,480.3853323649867,422.03364906315244,-102.3603721542818,-700.0659087807046,-256.93994958123926,314.41011421046295,134.26609053046158,-63.71881690810359,-328.2841902643905,125.97228734047803,-190.36360414716472
3442.7908954612635,-542.9064508088219,-1788.6248862692412,111.21567653336754,583.9400016795106,293.2915824348769,266.1703713551523,-454.75167840893357,149.16457218894334,-225.8126650904149,1683.1848014627196,-264.7367245811562,-115.18566405509152,77.19416927606757,306.18612219003484,227.9713073417252,-425.537752363372,-91.411140204214,-208.82524755542724,62.3604539746111,-467.99967667850194,11.219178803412678,50.25611790610051,224.36134462343688,-226.6593666478262,-121.41478048620753,153.4075748168293,-213.3064115000032,103.92570196675294,-83.48693400630741,-114.44853324176323,100.15003275781555,-201.57547445837247,147.42226055358748,181.72524541156304,56.71751186194522
424.25905679922386,-1050.6839969223006,-1508.2772748765697,1382.5089283691675,-39.964594144061074,-121.92124698953236,-16.742311183659886,-980.8269984718247,-175.2219751779694,-442.8191371341096,-65.53795045958044,-375.24079974095116,-220.0716555238726,-30.112776236103834,-10.987281464484596,232.07099927412585,-28.91004007364034,-102.94202051001915,54.03882580171926,-205.52610595726102,-147.61201490682654,-192.83883639211862,287.7817092567984,91.59105943160593,130.52251821262743,32.616190204260306,-148.58564676146108,150.02734978660843,-92.07050901275592,253.34150613702263,90.36092056697694,-56.776283751868235,9.564793495659973,82.28060133048693,135.57408694821237,-68.60401947621429
3327.0270026549256,61.47264134780578,-1028.5649803562546,-342.37805968628055,252.7872248730911,540.7467975032903,440.06439248365257,240.3780446218304,51.06732258657711,79.69493214734304,1898.3035571457929,236.3156179529932,-468.2994119033316,-278.4248562402222,62.21803941526921,-68.47398742944978,-512.9560947981288,68.95999078214925,-21.060951341349103,90.58731691923515,-389.2558572653694,203.15304992710028,123.16209580500988,86.58455620367128,-571.3725120857516,-446.3561107463438,110.36512966059776,-481.72451514439393,395.8201926034075,-114.5261273284876,-79.03387135135856,-161.99940280981383,-374.13323625453324,-57.22904388455503,35.61626333373975,273.38505406644947
-863.0261856905354,-2276.697059761034,1902.6820678296197,-998.4021190739384,299.1920429946731,465.9268473705954,469.16379479939576,-29.331784910209475,490.1494887634488,-766.5001297351013,-211.82084898676405,1018.5366047845025,260.12793715194675,-107.52271433660064,36.5533207735242,-317.2314086025201,24.88252092254542,-112.83388028974947,94.47991760052186,-357.0020889219216,-135.54585012704598,-187.76054075918216,336.56130986944873,-102.18800113502856,-12.956581280144642,-124.0697705920107,45.86932475599975,-152.95005371654418,246.2587711130944,-17.096329821827407,-89.81846522930277,-88.25458127956165,-82.61565610973427,166.72986492020817,-46.12120671041658,365.65607039060995
1713.5476594190634,3664.6793070984877,2894.8394887259915,1403.48207943922,970.8211332531035,-74.7798618995119,576.0724483464097,-515.245905794717,140.57235911757178,-785.9014708180212,-397.3044882485572,-830.2276529662662,-462.77070443469205,455.27419883156284,263.72099502321333,288.3290492829926,184.1459540838185,-87.25380800285843,-213.91474714071268,-648.8360874172216,345.6964058174657,-55.146187090366794,-299.7171891411245,-372.1424365000567,-32.710424384045474,111.69782486397746,67.63366719103794,-164.1782975379596,48.086091555049805,170.7702201975089,-177.9597176476899,-293.6260481374788,-96.675706696869,315.2110235183367,-262.8945682927937,426.66821315235376
942.9417848058965,2595.193349657828,2302.116437337792,1604.4130828495577,1046.1748515118556,-3.1860730652827964,679.7050036125679,-262.2548734650927,513.5650729808143,-904.2591828929358,44.21658761837915,-599.1703529858501,9.185289691677506,453.4884053062456,723.1968815857192,674.5710227165043,1459.9814554644593,-445.24954962520735,350.4718900759961,68.55374976972018,-75.1490952183655,620.1343549721313,-764.1360977422694,-217.38481713946462,335.87389088301444,-283.83822118142064,194.23657114353375,-1447.8043078509318,140.8056655558989,-414.83627019761514,-282.3945499963211,28.000987470457904,-619.2663677207362,-537.1237065684026,806.8935101060946,-860.7688509510845
-1368.287160795237,-2471.0884674661315,1532.0851087758624,-597.2785594880504,181.2164164924184,223.38589162875064,214.16389033437397,40.41530817739797,56.67397024676363,-358.4184964183778,-258.9481036390377,-473.5411400961643,-193.26726253151722,141.99113522521884,-190.23219855890932,157.01759238309432,-198.14206776319915,325.00065704464333,116.36834630705127,65.86965221486554,-0.905460698939217,-59.491710443949685,-435.4878448842729,-118.34155156890996,-567.3016124781398,-51.42980736361863,-437.7303527310659,49.1546233508998,-245.53061392053516,111.37214093206568,3.9621547548196605,232.6262578380148,91.91572944816191,-211.6524979016411,-263.32187655748953,-21.56736209672095
325.7476159598869,-2886.572419078921,1758.6475031219645,-682.1922011543278,1287.0600865646484,254.5913722240169,114.6652055666615,16.90402250862961,1022.2316831503927,-1912.660062639416,-33.90570875375962,1049.7860431134864,468.15400229415246,355.2853411809295,152.64671176381387,-377.63353052759123,208.429874687221,-413.42506458608744,-346.209311183179,243.79143890135282,895.1103493586763,385.6685942863002,1004.4141714342244,13.433934205883768,733.5958367266327,-67.40094443257999,-321.00874845692687,218.54316878112462,471.5536302144419,217.14983078490883,-318.1879905407098,-659.535577320155,890.877865535868,-665.6022327258198,-751.4270375512325,-773.0475974570651
-1834.8430357686702,-1900.0471908687452,1566.5860770976392,324.99431521723454,591.0002285439905,-782.3819278538996,-555.6564374675905,933.9556487519178,-1094.134279259138,2019.0685095130023,690.9716645877685,-1286.9049538728254,-619.7882722733508,-271.7109288882659,196.1686379696777,-99.1441427007701,559.5203391049638,-426.26154448017843,-70.73076107784745,-345.91496068724155,0.05283908773809144,-70.79959195115612,794.439739140525,191.4306717654115,943.5081207126742,-144.8561834402138,464.43717075889583,-263.0803394521118,647.4507418483976,-202.1536930536221,134.85133993538074,-634.0937819194113,315.0876724788071,251.410690934568,454.88076497124194,563.4479817640126
